1	1.466973
2	1.574724
3	1.489440
4	1.568457
5	1.302136
6	1.367265
7	1.023283
8	1.230498
9	1.303112
10	1.466356
11	1.274963
12	1.335659
13	1.374468
14	1.262722
15	1.371675
16	1.294515
17	1.169436
18	1.037818
19	1.260025
20	1.248704
21	1.134042
22	1.155973
23	1.009371
24	1.209685
25	1.150888
26	1.015678
27	1.112940
28	1.052472
29	1.108641
30	0.883985
31	0.966974
32	1.287068
33	1.096273
34	1.058504
35	1.102725
36	1.081247
37	1.269024
38	1.090123
39	0.878751
40	1.000823
41	1.218976
42	1.231564
43	0.902637
44	1.073427
45	0.940956
46	1.068270
47	1.129353
48	0.908425
49	1.198567
50	0.954154
51	1.195168
52	1.099228
53	0.954047
54	1.084964
55	1.104562
56	0.933084
57	0.878346
58	1.127617
59	0.815592
60	0.970793
61	1.129615
62	1.038647
63	1.237619
64	0.846741
65	1.059629
66	1.133837
67	0.804091
68	1.083702
69	1.123849
70	1.068593
71	1.153383
72	1.174103
73	0.921389
74	0.950007
75	0.908311
76	1.068079
77	1.095473
78	0.859784
79	0.951804
80	1.024913
81	0.970546
82	0.917959
83	1.021263
84	1.242441
85	1.048482
86	1.088215
87	1.188712
88	0.991805
89	0.885253
90	1.097274
91	0.849139
92	1.028462
93	0.955948
94	0.967388
95	1.040541
96	0.838851
97	0.878564
98	1.003564
99	0.900018
100	0.849387
101	1.244380
102	0.887535
103	1.120198
104	1.104021
105	0.980655
106	1.030157
107	1.079794
108	0.837508
109	1.084756
110	0.778532
111	1.039601
112	1.016214
113	1.084770
114	1.119911
115	0.905234
116	1.163544
117	0.886292
118	0.981471
119	1.140932
120	1.010037
121	0.948858
122	1.019045
123	0.971000
124	1.000256
125	1.190668
126	1.017724
127	1.078649
128	0.951466
129	0.945157
130	0.857647
131	0.941342
132	0.861533
133	0.968342
134	0.979969
135	1.067051
136	1.038221
137	0.838137
138	1.076167
139	0.945047
140	0.847745
141	1.096211
142	1.099758
143	1.006800
144	1.203583
145	1.050424
146	1.031373
147	1.015888
148	0.998573
149	0.914584
150	1.107989
151	1.104468
152	1.108425
153	1.108099
154	1.107564
155	1.156611
156	0.839253
157	0.922140
158	1.139970
159	0.944021
160	0.999537
161	1.109213
162	0.974658
163	1.007213
164	0.954160
165	0.872403
166	0.982086
167	0.720280
168	1.019681
169	1.137221
170	0.903255
171	1.065136
172	1.000012
173	0.998559
174	0.994270
175	1.085068
176	1.041035
177	0.950818
178	1.005693
179	1.080472
180	1.013013
181	0.869016
182	0.883042
183	1.003396
184	1.160628
185	1.055629
186	1.127260
187	0.961651
188	1.085545
189	1.158417
190	0.912402
191	1.261953
192	1.178322
193	1.065386
194	1.011299
195	1.022344
196	0.854717
197	0.953245
198	0.826696
199	0.791575
200	0.978638
201	1.012611
202	1.129226
203	1.086807
204	0.978451
205	1.160655
206	1.031229
207	0.988537
208	1.021907
209	1.060500
210	0.853812
211	1.134898
212	1.026067
213	1.148451
214	1.344371
215	0.864414
216	0.921703
217	1.123884
218	0.885414
219	0.977931
220	1.138024
221	0.992497
222	1.015436
223	1.002744
224	0.989585
225	1.084178
226	0.823955
227	0.975103
228	1.185733
229	0.940037
230	1.192095
231	1.051525
232	1.204947
233	1.134395
234	1.147361
235	1.129749
236	1.060811
237	1.001145
238	1.056961
239	0.801187
240	1.103298
241	0.925536
242	0.995049
243	0.959040
244	1.038986
245	1.087600
246	1.059831
247	0.920836
248	1.118293
249	0.851821
250	0.955738
251	0.825705
252	0.901652
253	0.859561
254	0.992079
255	1.187337
256	1.213493
257	1.091001
258	1.061389
259	0.929312
260	1.034192
261	1.113822
262	0.915389
263	0.867503
264	0.832234
265	1.158615
266	1.087116
267	1.070569
268	1.187962
269	1.066293
270	1.016284
271	1.030304
272	0.949000
273	1.129630
274	1.167561
275	0.961340
276	0.956216
277	0.964160
278	0.884314
279	0.983129
280	0.936699
281	0.813878
282	0.907561
283	0.944267
284	0.868088
285	0.881864
286	0.973562
287	0.995259
288	0.941422
289	1.014332
290	1.035151
291	1.021936
292	1.098344
293	0.894565
294	0.824557
295	1.068075
296	0.947877
297	0.898686
298	0.881916
299	0.899998
300	1.131357
301	1.053811
302	1.101153
303	0.873764
304	1.218848
305	1.010595
306	0.916053
307	1.068020
308	1.197144
309	0.811791
310	1.017712
311	1.041279
312	0.865938
313	1.022714
314	0.965467
315	1.054342
316	0.972098
317	0.945266
318	1.044398
319	0.995418
320	0.925093
321	0.901445
322	0.957898
323	1.060556
324	1.058850
325	1.002675
326	1.030571
327	0.937093
328	0.972691
329	0.905472
330	1.066385
331	0.872293
332	0.874432
333	1.056125
334	0.878608
335	0.961171
336	0.866583
337	0.918955
338	1.136688
339	0.926286
340	0.990871
341	1.050412
342	0.979642
343	1.063241
344	1.140349
345	0.933568
346	0.937440
347	0.874656
348	0.876056
349	1.058852
350	0.993216
351	0.956940
352	0.876423
353	0.953446
354	0.753262
355	1.206229
356	0.877329
357	0.841458
358	0.877436
359	1.064915
360	1.094240
361	0.873896
362	0.901588
363	1.077925
364	1.037724
365	1.000115
366	1.116375
367	1.109303
368	0.999218
369	1.198458
370	1.124752
371	1.059237
372	0.958496
373	1.084484
374	0.924336
375	1.010962
376	1.000606
377	0.890207
378	0.923655
379	0.949152
380	0.968850
381	1.004462
382	1.099722
383	1.083039
384	0.893192
385	0.758492
386	1.055000
387	1.007859
388	1.031049
389	1.076335
390	1.009833
391	0.911336
392	1.180629
393	0.939148
394	1.126066
395	0.963342
396	1.021068
397	0.955167
398	1.088845
399	0.919658
400	0.997755
401	1.036593
402	0.971865
403	1.331052
404	1.094886
405	1.197774
406	1.226766
407	1.190343
408	1.075988
409	1.186246
410	1.274052
411	1.062783
412	1.078440
413	0.860816
414	1.131191
415	1.121812
416	1.162461
417	0.909085
418	1.050759
419	1.109402
420	1.004280
421	0.930175
422	0.954565
423	1.132425
424	0.790909
425	1.067347
426	1.119898
427	0.927887
428	0.982457
429	0.988380
430	0.954798
431	1.082718
432	0.896747
433	1.099114
434	1.004358
435	1.204571
436	0.821751
437	0.987639
438	1.066187
439	0.828047
440	0.830027
441	1.039003
442	1.237179
443	0.934438
444	1.220767
445	1.096333
446	1.145395
447	0.988610
448	1.002724
449	0.806619
450	0.858759
451	1.102045
452	0.872939
453	1.002442
454	0.977360
455	1.074627
456	0.799403
457	1.195687
458	0.884308
459	0.967241
460	1.090184
461	0.840490
462	0.847044
463	1.140020
464	0.871834
465	1.031429
466	0.957838
467	1.027271
468	1.122884
469	1.018721
470	1.041093
471	1.022425
472	0.792640
473	0.860890
474	1.093100
475	1.060260
476	0.924380
477	0.859902
478	0.957772
479	0.919540
480	1.035183
481	0.844185
482	0.891509
483	0.963333
484	0.998651
485	0.899095
486	1.043473
487	1.095357
488	0.966921
489	1.042812
490	0.854361
491	1.076277
492	0.989304
493	0.976373
494	0.959442
495	1.130732
496	0.923781
497	0.918772
498	0.945419
499	1.057732
500	1.142019
501	1.037507
502	1.194539
503	1.067782
504	0.960689
505	0.940687
506	1.086483
507	0.798904
508	0.995863
509	0.848554
510	0.875692
511	0.766449
512	0.772215
513	0.831719
514	0.748060
515	0.961563
516	0.932735
517	0.890793
518	1.186224
519	0.725539
520	1.003098
521	0.961007
522	0.986726
523	1.001182
524	0.823743
525	1.085792
526	0.971600
527	0.908247
528	1.124733
529	1.102333
530	0.831035
531	1.102079
532	0.731091
533	0.994989
534	0.930300
535	0.984323
536	1.082724
537	0.980713
538	0.864761
539	1.001085
540	0.938848
541	1.219447
542	1.130500
543	1.086064
544	0.870648
545	0.854489
546	1.041205
547	0.936225
548	0.924497
549	0.849543
550	1.111781
551	1.195782
552	0.931504
553	1.072736
554	1.005065
555	0.963994
556	1.015459
557	0.987727
558	0.949278
559	0.940495
560	1.043155
561	1.092913
562	0.854803
563	1.247513
564	0.945719
565	0.970489
566	0.845021
567	1.174325
568	0.902925
569	0.914190
570	1.133356
571	0.960745
572	0.955609
573	1.113555
574	0.980731
575	0.852142
576	0.891290
577	0.975969
578	0.851213
579	1.059320
580	0.854215
581	0.985667
582	0.906060
583	0.870122
584	0.970149
585	0.877549
586	1.090796
587	0.940477
588	1.059735
589	0.983522
590	1.122945
591	1.027016
592	0.871561
593	0.922229
594	1.264616
595	0.908512
596	0.993532
597	0.948217
598	0.981939
599	0.967845
600	0.847253
601	1.057981
602	0.889257
603	0.998546
604	1.007441
605	0.976230
606	0.930642
607	1.040824
608	1.152146
609	0.964561
610	1.090693
611	0.946278
612	0.974832
613	1.030720
614	0.928897
615	1.043252
616	1.039041
